;N;VOZR;GOD_POST;VREM_OB;COD_COURS;UROVEN;NAPR;UZNAL;VR_PUT;PROFROD;TEACHER;STAG
2736;11886;12;2019;8;2;1;1;знакомые;43;актриса;148;3
2737;11886;13;2020;6;18;2;3;знакомые;43;актриса;24;17
2738;11890;13;2019;1;2;1;1;интернет;5;н;148;3
2739;11890;13;2019;3;3;2;2;интернет;5;н;154;2
2740;11893;15;2019;3;13;3;4;знакомые;40;н;140;4
2741;11894;12;2019;8;2;1;1;интернет;37;экскурсовод;148;3
2742;11895;14;2019;8;19;3;5;итмо;32;специалист;86;10
2743;11897;11;2019;8;1;1;1;знакомые;18;н;143;3
2744;11897;12;2020;8;11;2;5;знакомые;18;н;153;3
2745;11898;12;2019;8;2;1;1;знакомые;8;директор;148;3
2746;11899;12;2019;8;4;2;2;знакомые;15;н;7;16
2747;11899;13;2020;8;15;3;2;знакомые;15;н;130;7
2748;11900;10;2019;7;2;1;1;знакомые;15;н;148;3
2749;11900;11;2020;1;4;2;2;знакомые;15;н;7;17
2750;11902;13;2019;8;2;1;1;знакомые;32;сотр_космет;148;3
2751;11902;13;2019;8;1;1;1;знакомые;32;сотр_космет;143;3
2752;11902;14;2020;5;11;2;5;знакомые;32;сотр_космет;86;11
2753;11903;14;2019;9;3;2;2;знакомые;18;директор;141;4
2754;11905;11;2019;8;0;1;1;интернет;42;н;149;3
2755;11906;13;2019;8;13;3;4;знакомые;28;н;155;1
2756;11906;14;2020;8;4;2;2;знакомые;28;н;7;17
2757;11906;15;2021;8;16;3;4;знакомые;28;н;163;1
2758;11907;13;2019;8;7;3;2;знакомые;14;инд_предпр;141;4
2759;11908;13;2019;5;11;2;5;знакомые;28;сотр_фирмы;86;10
2760;11909;12;2019;7;1;1;1;знакомые;36;директор;143;3
2761;11910;12;2019;8;2;1;1;знакомые;41;менеджер;148;3
2762;11910;13;2020;8;11;2;5;знакомые;41;менеджер;86;11
2763;11910;14;2021;8;17;3;3;знакомые;41;менеджер;175;0
2764;11912;12;2019;8;2;1;1;знакомые;15;преподаватель;148;3
2765;11912;13;2020;1;11;2;5;знакомые;15;преподаватель;86;11
2766;11912;13;2020;8;11;2;5;знакомые;15;преподаватель;153;3
2767;11912;14;2021;8;19;3;5;знакомые;15;преподаватель;86;12
2768;11913;13;2019;8;3;2;2;н;36;логопед;149;3
2769;11914;11;2019;8;2;1;1;интернет;37;менеджер;148;3
2770;11915;11;2019;8;3;2;2;интернет;22;н;154;2
2771;11915;12;2020;5;4;2;2;интернет;22;н;7;17
2772;11916;13;2019;1;11;2;5;интернет;25;руководитель;153;2
2773;11917;10;2019;8;0;1;1;интернет;35;н;141;4
2774;11917;11;2020;8;1;1;1;интернет;35;н;143;4
2775;11917;12;2021;8;2;1;1;интернет;35;н;174;0
2776;11919;11;2019;8;0;1;1;вк;14;н;149;3
2777;11919;12;2020;8;2;1;1;вк;14;н;148;4
2778;11919;12;2020;8;1;1;1;вк;14;н;158;1
2779;11919;13;2021;8;11;2;5;вк;14;н;161;1
2780;11919;13;2021;8;13;3;4;вк;14;н;140;6
2781;11921;12;2019;8;2;1;1;знакомые;35;продавец;148;3
2782;11921;13;2020;8;4;2;2;знакомые;35;продавец;163;0
2783;11921;14;2021;8;8;3;2;знакомые;35;продавец;166;1
2784;11922;12;2019;8;0;1;1;интернет;5;заведующий;149;3
2785;11922;13;2020;8;4;2;2;интернет;5;заведующий;7;17
2786;11922;14;2021;8;11;2;5;интернет;5;заведующий;173;0
2787;11925;9;2019;7;0;1;1;знакомые;30;сотр_фирмы;141;4
2788;11926;15;2019;8;20;3;3;интернет;40;экономист;24;16
2789;11926;16;2020;8;19;3;5;интернет;40;экономист;86;11
2790;11928;11;2019;8;3;2;2;знакомые;22;н;154;2
2791;11929;12;2019;6;3;2;2;интернет;19;специалист;141;4
2792;11933;10;2019;8;1;1;1;интернет;38;врач;143;3
2793;11933;11;2020;8;2;1;1;интернет;38;врач;148;4
2794;11933;12;2021;8;11;2;5;интернет;38;врач;173;0
2795;11934;12;2019;8;2;1;1;интернет;40;автоэлектр;148;3
2796;11935;10;2019;5;1;1;1;интернет;30;домохозяйка;143;3
2797;11939;11;2019;7;0;1;1;знакомые;38;н;155;1
2798;11939;12;2020;1;0;1;1;знакомые;38;н;155;1
2799;11942;12;2019;6;13;3;4;интернет;17;сотр_мед;140;4
2800;11944;11;2019;8;3;2;2;интернет;38;преподаватель;149;3
2801;11946;9;2019;8;0;1;1;знакомые;15;агент;149;3
2802;11946;10;2020;8;1;1;1;знакомые;15;агент;158;1
2803;11946;11;2021;8;2;1;1;знакомые;15;агент;174;0
2804;11947;10;2019;8;2;1;1;знакомые;5;пенсионер;148;3
2805;11947;10;2019;8;0;1;1;знакомые;5;пенсионер;149;3
2806;11949;13;2019;8;11;2;5;интернет;8;н;153;2
2807;11950;12;2019;8;1;1;1;интернет;40;сотр_космет;143;3
2808;11950;13;2020;2;10;3;2;интернет;40;сотр_космет;156;1
2809;11954;12;2019;8;13;3;4;интернет;40;н;140;4
2810;11956;15;2019;8;4;2;2;знакомые;28;зам_нач;7;16
2811;11957;11;2019;8;0;1;1;интернет;33;домохозяйка;141;4
2812;11957;12;2020;8;11;2;5;интернет;33;домохозяйка;86;11
2813;11957;13;2021;2;19;3;5;интернет;33;домохозяйка;86;12
2814;11958;9;2019;8;0;1;1;знакомые;8;бухгалтер;149;3
2815;11958;10;2020;8;1;1;1;знакомые;8;бухгалтер;158;1
2816;11961;13;2019;8;4;2;2;интернет;40;директор;7;16
2817;11961;14;2020;8;13;3;4;интернет;40;директор;130;6
2818;11961;15;2021;2;16;3;4;интернет;40;директор;163;1
2819;11962;12;2019;8;3;2;2;знакомые;5;н;154;2
2820;11962;13;2020;8;1;1;1;знакомые;5;н;158;1
2821;11962;14;2021;8;9;3;2;знакомые;5;н;149;5
2822;11964;15;2019;8;13;3;4;интернет;40;н;130;6
2823;11965;11;2019;8;0;1;1;знакомые;35;сотр_гунив;141;4
2824;11965;12;2020;8;2;1;1;знакомые;35;сотр_гунив;161;0
2825;11965;13;2021;8;4;2;2;знакомые;35;сотр_гунив;7;18
2826;11967;14;2019;8;4;2;2;знакомые;18;врач;7;16
2827;11968;12;2019;8;13;3;4;знакомые;15;сотр_кино;130;6
2828;11969;14;2019;8;18;2;3;интернет;8;программист;24;16
2829;11969;15;2020;8;20;3;3;интернет;8;программист;24;17
2830;11969;16;2021;8;19;3;5;интернет;8;программист;86;12
2831;11970;14;2019;8;2;1;1;интернет;34;сотр_мед;148;3
2832;11970;15;2020;8;4;2;2;интернет;34;сотр_фирмы;7;17
2833;11977;16;2019;6;11;2;5;интернет;42;инженер;153;2
2834;11979;14;2019;8;3;2;2;интернет;12;директор;154;2
2835;11979;15;2020;8;4;2;2;интернет;12;директор;163;0
2836;11980;16;2019;8;11;2;5;знакомые;18;инженер;86;10
2837;11980;17;2020;8;19;3;5;знакомые;18;инженер;86;11
2838;11981;15;2019;1;11;2;5;интернет;16;руководитель;153;2
2839;11982;15;2019;7;11;2;5;интернет;38;сотр_газпер;86;10
2840;11982;16;2020;1;11;2;5;интернет;38;сотр_газпер;86;11
2841;11983;9;2019;7;0;1;1;знакомые;19;н;155;1
2842;11983;10;2020;1;0;1;1;знакомые;19;н;155;1
2843;11983;10;2020;5;1;1;1;знакомые;19;н;158;1
2844;11984;8;2019;7;1;1;1;интернет;27;н;143;3
2845;11985;10;2019;7;1;1;1;интернет;27;н;143;3
2846;11990;15;2019;8;13;3;4;интернет;22;врач;140;4
2847;11990;15;2019;1;18;2;3;интернет;22;врач;141;4
2848;11992;13;2019;8;4;2;2;знакомые;37;инженер;7;16
2849;11992;14;2020;1;13;3;4;знакомые;37;инженер;130;6
2850;11995;12;2019;8;1;1;1;вк;40;начальник;143;3
2851;11995;13;2020;8;2;1;1;вк;40;начальник;156;2
2852;11995;14;2021;8;11;2;5;вк;40;начальник;86;12
2853;11997;12;2019;8;13;3;4;знакомые;5;н;130;6
2854;11997;14;2021;8;3;2;2;знакомые;5;н;164;1
2855;11998;10;2019;8;0;1;1;знакомые;5;н;155;1
2856;11998;11;2020;8;3;2;2;знакомые;5;н;154;3
2857;11998;12;2021;8;4;2;2;знакомые;5;н;163;1
2858;12000;13;2019;8;4;2;2;интернет;38;менеджер;7;16
2859;12001;12;2019;6;3;2;2;н;42;н;154;2
2860;12003;14;2019;8;5;3;2;знакомые;35;н;150;3
2861;12004;9;2019;7;0;1;1;знакомые;34;н;155;1
2862;12004;10;2020;8;1;1;1;знакомые;34;н;158;1
2863;12005;13;2019;8;4;2;2;знакомые;40;сотр_ао;7;16
2864;12007;11;2019;8;1;1;1;знакомые;35;сотр_фирмы;158;0
2865;12007;12;2020;8;4;2;2;знакомые;35;сотр_фирмы;7;17
2866;12007;13;2021;3;13;3;4;знакомые;35;сотр_фирмы;152;5
2867;12011;10;2019;8;1;1;1;интернет;28;программист;143;3
2868;12011;12;2021;8;2;1;1;интернет;28;программист;148;5
2869;12013;15;2019;8;18;2;3;интернет;22;сотр_зао;24;16
2870;12013;16;2020;5;20;3;3;интернет;22;сотр_зао;24;17
2871;12015;13;2019;8;11;2;5;дод;22;специалист;86;10
2872;12015;14;2020;8;19;3;5;дод;22;специалист;86;11
2873;12015;15;2021;6;12;3;5;дод;22;специалист;161;1
2874;12018;11;2019;8;0;1;1;знакомые;19;н;149;3
2875;12018;12;2020;8;3;2;2;знакомые;19;н;154;3
2876;12018;13;2021;8;2;1;1;знакомые;19;н;148;5
2877;12019;16;2019;8;18;2;3;интернет;24;н;24;16
2878;12021;10;2019;8;0;1;1;интернет;37;воспитатель;155;1
2879;12021;11;2020;7;3;2;2;интернет;37;воспитатель;149;4
2880;12022;13;2019;8;18;2;3;н;5;н;24;16
2881;12022;14;2020;8;9;3;2;н;5;н;149;4
2882;12023;12;2019;8;3;2;2;интернет;40;воспитатель;141;4
2883;12023;13;2020;8;4;2;2;интернет;40;воспитатель;7;17
2884;12023;14;2021;8;13;3;4;интернет;40;воспитатель;171;0
2885;12024;12;2019;7;1;1;1;знакомые;5;сотр_фирмы;143;3
2886;12025;13;2019;8;13;3;4;интернет;39;сотр_газпер;155;1
2887;12027;14;2019;8;3;2;2;знакомые;14;бухгалтер;149;3
2888;12027;15;2020;8;9;3;2;знакомые;14;бухгалтер;149;4
2889;12028;16;2019;6;20;3;3;интернет;40;переводчик;24;16
2890;12034;14;2019;8;1;1;1;знакомые;30;домохозяйка;143;3
2891;12034;15;2020;8;11;2;5;знакомые;30;домохозяйка;86;11
2892;12036;11;2019;8;2;1;1;н;28;н;156;1
2893;12036;12;2020;8;13;3;4;н;28;н;155;2
2894;12036;12;2020;8;11;2;5;н;28;н;161;0
2895;12043;16;2019;5;15;3;2;знакомые;35;н;130;5
2896;12055;13;2019;8;11;2;5;знакомые;35;нач_отд;86;10
2897;12055;14;2020;8;19;3;5;знакомые;35;нач_отд;86;11
2898;12057;16;2019;1;11;2;5;интернет;34;менеджер;86;10
2899;12062;16;2019;8;18;2;3;интернет;32;сотр_космет;24;16
2900;12064;12;2019;8;4;2;2;интернет;15;н;7;16
2901;12065;14;2019;6;18;2;3;интернет;40;н;24;16
2902;12072;10;2019;2;0;1;1;знакомые;8;н;149;3
2903;12073;14;2019;6;1;1;1;интернет;43;н;143;3
2904;12074;11;2019;6;1;1;1;знакомые;19;н;143;3
2905;12074;12;2020;8;4;2;2;знакомые;19;н;7;17
2906;12074;13;2021;4;13;3;4;знакомые;19;н;140;6
2907;12075;13;2019;8;11;2;5;интернет;46;н;86;10
2908;12076;14;2019;8;3;2;2;интернет;38;бухгалтер;141;4
2909;12078;13;2019;8;18;2;3;знакомые;14;директор;24;16
2910;12080;14;2019;8;18;2;3;знакомые;23;руководитель;24;16
2911;12081;14;2019;8;11;2;5;знакомые;40;сотр_фирмы;86;10
2912;12082;15;2019;8;18;2;3;интернет;22;сотр_жд;24;16
2913;12082;16;2020;8;20;3;3;интернет;22;сотр_жд;24;17
2914;12083;14;2019;8;2;1;1;знакомые;14;н;148;3
2915;12084;13;2019;8;1;1;1;знакомые;35;психолог;143;3
2916;12084;14;2020;8;4;2;2;знакомые;35;психолог;163;0
2917;12085;16;2019;4;13;3;4;интернет;43;н;140;4
2918;12085;16;2019;4;20;3;3;интернет;43;н;24;16
2919;12086;11;2019;8;0;1;1;интернет;14;инд_предпр;141;4
2920;12086;12;2020;8;3;2;2;интернет;14;инд_предпр;154;3
2921;12087;12;2019;5;13;3;4;знакомые;12;инд_предпр;155;1
2922;12091;9;2019;6;0;1;1;знакомые;5;парикмахер;149;3
2923;12092;17;2019;8;17;3;3;интернет;38;бухгалтер;148;3
2924;12093;11;2019;8;1;1;1;интернет;12;директор;143;3
2925;12093;12;2020;6;2;1;1;интернет;12;директор;148;4
2926;12093;13;2021;3;2;1;1;интернет;12;директор;161;0
2927;12095;15;2019;8;15;3;2;интернет;18;н;130;6
2928;12096;11;2019;8;2;1;1;интернет;5;н;148;3
2929;12096;12;2020;8;10;3;2;интернет;5;н;149;4
2930;12097;12;2019;8;2;1;1;знакомые;27;н;148;3
2931;12097;13;2020;8;9;3;2;знакомые;27;н;149;4
2932;12097;13;2020;8;3;2;2;знакомые;27;н;162;0
2933;12099;14;2019;8;2;1;1;знакомые;8;сотр_ооо;148;3
2934;12100;12;2019;8;4;2;2;знакомые;5;домохозяйка;7;16
2935;12101;10;2019;1;1;1;1;н;35;н;143;3
2936;12103;11;2019;8;1;1;1;знакомые;5;домохозяйка;158;0
2937;12103;12;2020;8;3;2;2;знакомые;5;домохозяйка;149;4
2938;12104;13;2019;8;1;1;1;знакомые;5;домохозяйка;158;0
2939;12104;14;2020;8;3;2;2;знакомые;5;домохозяйка;149;4
2940;12105;16;2019;8;20;3;3;интернет;38;н;24;16
2941;12107;12;2019;8;2;1;1;знакомые;15;инженер;148;3
2942;12107;12;2019;11;13;3;4;знакомые;15;инженер;140;5
2943;12107;13;2020;8;11;2;5;знакомые;15;инженер;161;0
2944;12108;13;2019;8;11;2;5;интернет;39;юрист;153;2
2945;12108;14;2020;8;19;3;5;интернет;39;юрист;86;11
2946;12108;15;2021;8;13;3;4;интернет;39;юрист;140;6
2947;12110;12;2019;8;2;1;1;знакомые;39;бухгалтер;148;3
2948;12112;13;2019;7;15;3;2;знакомые;34;мастер;130;6
2949;12114;12;2019;4;4;2;2;интернет;40;н;7;16
2950;12117;12;2019;8;11;2;5;сайт_итмо;22;бухгалтер;86;10
2951;12117;13;2020;5;19;3;5;сайт_итмо;22;бухгалтер;86;11
2952;12118;13;2019;8;4;2;2;знакомые;38;н;7;16
2953;12119;11;2019;8;0;1;1;интернет;27;директор;141;4
2954;12119;12;2020;8;2;1;1;интернет;27;директор;161;0
2955;12119;13;2021;8;11;2;5;интернет;27;директор;86;12
2956;12120;15;2019;8;11;2;5;знакомые;35;врач;153;2
2957;12121;13;2019;8;13;3;4;интернет;35;н;130;6
2958;12121;14;2020;8;16;3;4;интернет;35;н;140;5
2959;12121;15;2021;8;18;2;3;интернет;35;н;24;18
2960;12125;13;2019;8;2;1;1;знакомые;40;н;148;3
2961;12125;14;2020;4;18;2;3;знакомые;40;н;24;17
2962;12130;12;2019;3;11;2;5;интернет;15;начальник;86;10
2963;12131;15;2019;8;18;2;3;н;40;н;24;16
2964;12131;16;2020;8;20;3;3;н;40;н;24;17
2965;12132;13;2019;2;4;2;2;знакомые;15;логист;7;16
2966;12133;14;2019;11;13;3;4;знакомые;46;консультант;140;5
2967;12137;15;2019;8;15;3;2;итмо;40;н;130;6
2968;12137;16;2020;8;13;3;4;итмо;40;н;140;5
2969;12137;17;2021;7;18;2;3;итмо;40;н;24;18
2970;12139;9;2019;2;0;1;1;интернет;22;директор;155;1
2971;12139;9;2019;1;0;1;1;интернет;22;директор;155;1
2972;12142;10;2019;8;0;1;1;интернет;12;н;141;4
2973;12142;11;2020;8;3;2;2;интернет;12;н;154;3
2974;12142;12;2021;8;1;1;1;интернет;12;н;168;0
2975;12143;16;2019;8;18;2;3;интернет;33;н;24;16
2976;12143;16;2019;8;11;2;5;интернет;33;н;86;10
2977;12143;17;2020;8;19;3;5;интернет;33;н;86;11
2978;12145;12;2019;8;2;1;1;интернет;28;эксперт;148;3
2979;12146;13;2019;8;17;3;3;интернет;22;ген_дир;148;3
2980;12147;12;2019;8;13;3;4;знакомые;8;н;130;6
2981;12147;13;2020;8;15;3;2;знакомые;8;н;165;0
2982;12147;14;2021;8;18;2;3;знакомые;8;н;24;18
2983;12148;9;2019;8;2;1;1;вк;25;н;148;3
2984;12149;12;2019;1;11;2;5;вк;23;директор;153;2
2985;12155;14;2019;8;4;2;2;интернет;43;директор;7;16
2986;12156;16;2019;4;7;3;2;интернет;23;архитектор;141;4
2987;12159;12;2019;8;4;2;2;интернет;18;преподаватель;7;16
2988;12159;14;2021;8;13;3;4;интернет;18;преподаватель;171;0
2989;12160;12;2019;4;4;2;2;знакомые;15;н;7;16
2990;12160;12;2019;8;3;2;2;знакомые;15;н;149;3
2991;12160;13;2020;8;13;3;4;знакомые;15;н;155;2
2992;12160;14;2021;8;16;3;4;знакомые;15;н;140;7
2993;12161;13;2019;7;3;2;2;знакомые;38;преподаватель;154;2
2994;12163;11;2019;6;3;2;2;знакомые;15;бухгалтер;154;2
2995;12169;12;2019;8;13;3;4;знакомые;19;сотр_итмо;140;4
2996;12170;11;2019;8;1;1;1;школа;33;н;143;3
2997;12170;12;2020;8;11;2;5;школа;33;н;86;11
2998;12170;13;2021;8;12;3;5;школа;33;н;161;1
2999;12172;13;2019;5;1;1;1;знакомые;5;сотр_лэти;143;3
3000;12175;14;2019;1;18;2;3;интернет;34;нач_отд;24;16
3001;12177;15;2019;8;4;2;2;интернет;19;сотр_дс;7;16
3002;12178;15;2019;6;11;2;5;интернет;38;дизайнер;86;10
3003;12179;14;2019;8;11;2;5;интернет;14;н;86;10
3004;12179;15;2020;7;19;3;5;интернет;14;н;86;11
3005;12180;14;2019;8;13;3;4;интернет;19;н;140;4
3006;12181;13;2019;8;3;2;2;знакомые;38;консультант;149;3
3007;12184;13;2019;8;11;2;5;интернет;38;экономист;86;10
3008;12184;14;2020;8;19;3;5;интернет;38;экономист;86;11
3009;12186;15;2019;8;13;3;4;знакомые;39;н;130;6
3010;12188;15;2019;6;13;3;4;интернет;40;преподаватель;140;4
3011;12188;15;2019;6;13;3;4;интернет;40;преподаватель;140;4
3012;12188;15;2019;6;13;3;4;интернет;40;преподаватель;140;4
3013;12188;15;2019;2;4;2;2;интернет;40;преподаватель;7;16
3014;12189;10;2019;8;0;1;1;знакомые;38;директор;141;4
3015;12189;11;2020;8;2;1;1;знакомые;38;директор;156;2
3016;12189;12;2021;7;12;3;5;знакомые;38;директор;161;1
3017;12194;14;2019;8;4;2;2;итмо;40;сотр_ооо;7;16
3018;12194;14;2019;2;11;2;5;итмо;40;сотр_ооо;86;10
3019;12198;12;2019;8;15;3;2;интернет;28;студент;130;6
3020;12199;11;2019;2;13;3;4;интернет;5;н;130;6
3021;12201;14;2019;8;13;3;4;знакомые;35;н;130;6
3022;12202;14;2019;1;18;2;3;итмо;36;инд_предпр;24;16
3023;12202;14;2019;5;13;3;4;итмо;36;инд_предпр;140;5
3024;12203;14;2019;8;13;3;4;знакомые;35;н;130;6
3025;12205;12;2019;8;13;3;4;интернет;40;н;130;6
3026;12209;12;2019;8;13;3;4;знакомые;40;преподаватель;130;6
3027;12209;13;2020;8;11;2;5;знакомые;40;преподаватель;86;11
3028;12209;14;2021;8;19;3;5;знакомые;40;преподаватель;86;12
3029;12210;10;2019;8;0;1;1;интернет;28;н;141;4
3030;12210;11;2020;8;13;3;4;интернет;28;н;140;5
3031;12212;13;2019;8;3;2;2;н;30;н;154;2
3032;12218;11;2019;8;2;1;1;интернет;34;сотр_мвд;148;3
3033;12218;12;2020;8;11;2;5;интернет;34;сотр_мвд;153;3
3034;12218;13;2021;8;18;2;3;интернет;34;сотр_мвд;24;18
3035;12219;12;2019;8;1;1;1;интернет;35;н;143;3
3036;12219;13;2020;8;11;2;5;интернет;35;н;86;11
3037;12219;14;2021;8;19;3;5;интернет;35;н;86;12
3038;12221;12;2019;6;3;2;2;интернет;27;н;141;4
3039;12222;11;2019;6;3;2;2;н;27;н;154;2
3040;12222;12;2020;3;10;3;2;н;27;н;149;4
3041;12223;12;2019;8;1;1;1;интернет;35;сотр_мфц;143;3
3042;12223;13;2020;8;11;2;5;интернет;35;сотр_мфц;86;11
3043;12223;14;2021;8;19;3;5;интернет;35;сотр_мфц;86;12
3044;12224;12;2019;8;16;3;4;знакомые;27;н;140;4
3045;12228;16;2019;6;18;2;3;интернет;38;н;24;16
3046;12230;11;2019;5;2;1;1;интернет;46;н;148;3
3047;12230;12;2020;4;2;1;1;интернет;46;н;148;3
3048;12230;12;2020;8;11;2;5;интернет;46;н;86;11
3049;12231;9;2019;8;0;1;1;интернет;38;сотр_банка;149;3
3050;12231;10;2020;8;1;1;1;интернет;38;сотр_банка;158;1
3051;12232;10;2019;8;0;1;1;знакомые;35;начальник;141;4
3052;12232;11;2020;8;2;1;1;знакомые;35;начальник;156;2
3053;12232;12;2021;8;13;3;4;знакомые;35;начальник;152;5
3054;12235;9;2019;7;1;1;1;интернет;28;н;158;0
3055;12236;15;2019;7;4;2;2;интернет;43;врач;7;16
3056;12237;14;2019;8;2;1;1;знакомые;14;кассир;148;3
3057;12237;15;2020;8;11;2;5;знакомые;14;кассир;86;11
3058;12237;16;2021;8;19;3;5;знакомые;14;кассир;86;12
3059;12238;11;2019;6;3;2;2;знакомые;5;н;154;2
3060;12239;11;2019;7;3;2;2;знакомые;15;менеджер;154;2
3061;12241;11;2019;4;0;1;1;знакомые;33;н;149;3
3062;12241;12;2020;5;1;1;1;знакомые;33;н;143;4
3063;12242;12;2019;8;18;2;3;знакомые;42;зам_дир;24;16
3064;12242;13;2020;5;13;3;4;знакомые;42;зам_дир;155;2
3065;12243;10;2019;8;2;1;1;интернет;19;н;148;3
3066;12243;11;2020;8;4;2;2;интернет;19;н;7;17
3067;12243;12;2021;8;13;3;4;интернет;19;н;152;5
3068;12244;10;2019;8;0;1;1;интернет;17;сотр_мариин;149;3
3069;12245;9;2019;8;0;1;1;интернет;22;н;149;3
3070;12245;10;2020;8;1;1;1;интернет;22;н;143;4
3071;12245;11;2021;8;2;1;1;интернет;22;н;148;5
3072;12246;14;2019;8;2;1;1;интернет;32;сотр_банка;148;3
3073;12246;15;2020;8;18;2;3;интернет;32;сотр_банка;24;17
3074;12248;15;2019;7;13;3;4;знакомые;32;инженер;140;4
3075;12249;13;2019;6;18;2;3;интернет;40;преподаватель;24;16
3076;12251;14;2019;8;18;2;3;знакомые;14;эксперт;24;16
3077;12251;15;2020;8;20;3;3;знакомые;14;эксперт;24;17
3078;12254;13;2019;8;4;2;2;интернет;8;инженер;7;16
3079;12255;11;2019;8;1;1;1;интернет;37;н;143;3
3080;12258;14;2019;8;13;3;4;интернет;14;преподаватель;140;4
3081;12259;15;2019;8;3;2;2;знакомые;39;экскурсовод;149;3
3082;12260;15;2019;8;13;3;4;знакомые;34;н;140;4
3083;12261;12;2019;4;3;2;2;интернет;15;сотр_трк;154;2
3084;12261;12;2019;8;11;2;5;интернет;15;сотр_трк;153;2
3085;12261;13;2020;8;19;3;5;интернет;15;сотр_трк;86;11
3086;12262;14;2019;11;18;2;3;сайт_итмо;43;н;141;4
3087;12262;15;2020;8;20;3;3;сайт_итмо;43;н;159;0
3088;12264;11;2019;4;1;1;1;н;16;сотр_лэти;143;3
3089;12266;13;2019;8;1;1;1;н;5;н;143;3
3090;12266;14;2020;8;11;2;5;н;5;н;153;3
3091;12266;14;2020;5;4;2;2;н;5;н;7;17
3092;12270;11;2019;8;0;1;1;интернет;15;н;149;3
3093;12275;10;2019;8;1;1;1;знакомые;15;врач;143;3
3094;12279;11;2019;5;1;1;1;интернет;40;эксперт;143;4
3095;12280;12;2019;8;2;1;1;знакомые;5;сотр_ооо;148;3
3096;12280;12;2019;8;1;1;1;знакомые;5;сотр_ооо;143;3
3097;12280;13;2020;8;3;2;2;знакомые;5;сотр_ооо;154;3
3098;12280;14;2021;8;4;2;2;знакомые;5;сотр_ооо;163;1
3099;12283;12;2019;6;3;2;2;знакомые;15;актриса;149;3
3100;12290;13;2019;8;5;3;2;знакомые;5;сотр_мвд;150;3
3101;12303;14;2019;8;11;2;5;итмо;46;н;86;10
3102;12303;15;2020;7;19;3;5;итмо;46;н;86;11
3103;12308;14;2019;8;4;2;2;знакомые;28;н;7;16
3104;12308;15;2020;8;13;3;4;знакомые;28;н;130;6
3105;12316;16;2020;8;11;2;5;итмо;27;н;86;11
3106;12316;17;2021;8;19;3;5;итмо;27;н;86;12
3107;12320;11;2019;8;0;1;1;знакомые;8;н;149;3
3108;12320;12;2020;8;1;1;1;знакомые;8;н;143;4
3109;12320;13;2021;8;11;2;5;знакомые;8;н;86;12
3110;12324;12;2019;4;13;3;4;знакомые;35;преподаватель;130;6
3111;12328;11;2019;8;1;1;1;сайт_итмо;8;н;143;4
3112;12328;12;2020;8;9;3;2;сайт_итмо;8;н;149;4
3113;12331;9;2019;8;1;1;1;интернет;38;н;143;4
3114;12331;10;2020;8;0;1;1;интернет;38;н;149;4
3115;12331;11;2021;8;13;3;4;интернет;38;н;140;6
3116;12335;11;2021;7;2;1;1;сайт_итмо;5;н;148;5
3117;12335;12;2022;2;2;1;1;сайт_итмо;5;н;161;1
3118;12346;11;2019;8;11;2;5;знакомые;18;н;86;10
3119;12346;12;2020;8;19;3;5;знакомые;18;н;86;11
3120;12346;13;2021;8;4;2;2;знакомые;18;н;7;18
3121;12367;10;2019;1;0;1;1;н;27;н;149;3
3122;12367;10;2019;6;0;1;1;н;27;н;149;3
3123;12367;11;2020;8;3;2;2;н;27;н;149;4
3124;12384;11;2019;6;2;1;1;сайт_итмо;15;н;148;3
3125;12384;12;2020;8;4;2;2;сайт_итмо;15;н;7;17
3126;12386;12;2019;7;13;3;4;н;34;сотр_банка;130;6
3127;12388;14;2019;7;2;1;1;итмо;40;н;148;3
3128;12388;15;2020;8;18;2;3;итмо;40;н;24;17
3129;12417;14;2019;3;11;2;5;знакомые;30;н;86;10
3130;12443;10;2020;2;0;1;1;сайт_итмо;24;н;166;0
3131;12443;10;2020;2;0;1;1;сайт_итмо;24;н;166;0
3132;12443;11;2021;4;0;1;1;сайт_итмо;24;н;166;0
3133;12444;15;2020;8;3;2;2;сайт_итмо;28;сотр_ооо;162;0
3134;12445;16;2020;8;15;3;2;сайт_итмо;19;н;130;7
3135;12446;11;2020;8;3;2;2;итмо;14;инд_предпр;149;4
3136;12446;12;2021;8;9;3;2;итмо;14;инд_предпр;149;5
3137;12447;9;2020;2;0;1;1;знакомые;14;н;166;0
3138;12447;9;2020;6;0;1;1;знакомые;14;н;166;0
3139;12447;10;2021;8;1;1;1;знакомые;14;н;143;5
3140;12448;9;2020;8;0;1;1;сайт_итмо;8;н;164;0
3141;12448;10;2021;8;3;2;2;сайт_итмо;8;н;164;1
3142;12449;13;2020;8;2;1;1;н;22;н;156;2
3143;12449;13;2020;8;1;1;1;н;22;н;158;1
3144;12449;14;2021;8;11;2;5;н;22;н;161;1
3145;12450;12;2020;8;11;2;5;знакомые;19;сотр_ао;86;11
3146;12450;13;2021;8;18;2;3;знакомые;19;сотр_ао;24;18
3147;12451;14;2021;4;13;3;4;н;12;н;152;5
3148;12452;13;2020;8;4;2;2;сайт_итмо;5;н;7;17
3149;12454;10;2020;8;0;1;1;интернет;32;н;154;3
3150;12455;15;2020;8;9;3;2;знакомые;37;н;149;4
3151;12455;16;2021;4;4;2;2;знакомые;37;н;7;18
3152;12456;13;2020;8;1;1;1;знакомые;5;н;143;4
